DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
58,286.21041149999996
92,286.21041149999996
3,2264.6459210000003
80,2284.0243960000003
15,2283.2026100000003
20,262.882
56,262.882
1,2264.6459210000003
106,262.882
27,262.882
98,262.882
44,262.882
86,2284.0243960000003
83,2284.0243960000003
2,2264.6459210000003
78,2284.0243960000003
40,262.882
70,262.882
71,2283.2026100000003
120,262.882
50,262.882
49,262.882
111,2283.2026100000003
65,262.882
46,262.882
29,262.882
102,270.750846
6,2264.6459210000003
53,262.882
112,2283.2026100000003
121,262.882
115,2272.486135
88,2284.0243960000003
67,2283.2026100000003
84,2284.0243960000003
93,286.21041149999996
75,2283.2026100000003
60,262.882
43,262.882
31,262.882
62,262.882
19,2283.5505770000004
76,2283.2026100000003
21,262.882
32,262.882
66,262.882
72,2283.2026100000003
73,2283.2026100000003
54,286.21041149999996
45,262.882
104,2283.2026100000003
48,262.882
63,262.882
4,2264.6459210000003
89,2284.0243960000003
96,262.882
91,2283.2026100000003
109,262.882
64,262.882
55,262.882
101,262.882
26,262.882
38,262.882
113,2265.0282150000003
97,262.882
79,2284.0243960000003
33,262.882
77,2283.2026100000003
85,2284.0243960000003
41,262.882
8,2283.2026100000003
34,262.882
5,2264.6459210000003
23,262.882
59,262.882
107,262.882
108,263.85855300000003
37,262.882
87,2284.0243960000003
94,2283.2026100000003
61,262.882
28,262.882
16,2283.2026100000003
22,262.882
51,262.882
68,2283.2026100000003
47,262.882
42,262.882
14,2284.4583800000005
90,2283.2026100000003
17,2284.1515470000004
110,2283.2026100000003
35,262.882
25,262.882
103,2283.2026100000003
95,2283.2026100000003
105,2283.2026100000003
74,2283.2026100000003
9,2283.2026100000003
57,286.21041149999996
10,2283.2026100000003
116,2265.6619710000004
119,262.882
117,2265.6619710000004
30,262.882
7,2283.2026100000003
39,262.882
114,2265.0282150000003
12,2283.2026100000003
18,2283.2026100000003
52,262.882
100,262.882
82,2284.0243960000003
81,2284.0243960000003
24,262.882
36,262.882
11,2283.2026100000003
99,262.882
13,2283.2026100000003
69,2283.2026100000003
118,262.882
