DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
11,131.297508
3,89.55834
40,20.76281
44,20.76281
95,128.48246799999998
75,128.48246799999998
90,128.48246799999998
89,131.70243799999997
110,128.48246799999998
66,19.92205
115,105.06309
4,89.55834
37,20.76281
18,128.48246799999998
101,19.92205
25,20.76281
34,20.76281
81,131.70243799999997
43,20.76281
45,20.76281
33,20.76281
82,131.70243799999997
73,128.48246799999998
68,128.48246799999998
98,20.76281
38,20.76281
27,20.76281
8,128.48246799999998
65,19.92205
83,131.70243799999997
119,20.76281
97,20.76281
23,20.76281
54,52.50942
56,20.76281
31,20.76281
16,128.48246799999998
93,59.88042
78,131.70243799999997
92,59.88042
30,20.76281
99,20.76281
29,20.76281
104,128.48246799999998
21,20.76281
71,128.48246799999998
118,20.76281
32,20.76281
84,131.70243799999997
64,20.76281
61,20.76281
28,20.76281
20,20.76281
35,21.793290000000002
41,20.76281
91,128.48246799999998
12,128.48246799999998
100,19.92205
69,128.48246799999998
36,20.76281
85,131.70243799999997
50,20.76281
48,20.76281
9,128.48246799999998
109,20.76281
63,20.76281
112,129.879698
114,97.57699
49,20.76281
105,128.48246799999998
15,128.48246799999998
94,128.48246799999998
17,141.06771799999999
13,128.48246799999998
120,20.76281
53,20.76281
52,20.76281
113,97.57699
79,131.70243799999997
26,20.76281
77,129.890788
106,20.76281
51,20.76281
74,128.48246799999998
55,20.76281
39,20.76281
87,131.70243799999997
58,52.50942
14,130.484448
24,20.76281
76,128.48246799999998
72,128.48246799999998
19,128.48246799999998
10,128.48246799999998
108,23.63066
103,128.48246799999998
116,102.03059
67,128.48246799999998
102,225.28855000000001
80,131.70243799999997
86,131.70243799999997
62,20.76281
117,102.03059
6,89.55834
107,20.76281
59,20.76281
70,19.92205
57,52.50942
46,20.76281
2,89.55834
1,89.55834
5,89.55834
42,20.76281
96,20.76281
111,128.48246799999998
7,128.48246799999998
22,20.76281
121,20.76281
60,20.76281
47,20.76281
88,131.70243799999997
