DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
6,50.556639999999994
45,2.8308
90,71.12606999999998
19,73.96509999999999
5,50.556639999999994
116,52.2988
9,71.12606999999998
72,71.12606999999998
110,71.12606999999998
93,22.079457
29,2.8308
65,2.8308
55,2.8308
92,22.079457
27,2.8308
86,72.81324
43,2.8308
109,2.8308
57,22.079457
7,71.12606999999998
99,2.8308
63,2.8308
1,50.556639999999994
44,2.8308
113,50.61625
97,2.8308
117,52.2988
13,71.12606999999998
16,71.12606999999998
87,72.81324
37,2.8308
95,71.12606999999998
84,72.81324
108,5.575200000000001
71,71.12606999999998
120,2.8308
68,71.12606999999998
23,2.8308
88,72.81324
3,50.556639999999994
49,2.8308
100,2.8308
31,2.8308
62,2.8308
58,22.079457
107,2.8308
52,2.8308
85,72.81324
11,71.12606999999998
121,2.8308
35,2.8308
77,71.12606999999998
10,71.12606999999998
69,71.12606999999998
24,2.8308
70,2.8308
21,2.8308
20,2.8308
78,72.81324
25,2.8308
22,2.8308
106,2.8308
80,72.81324
8,71.12606999999998
114,50.61625
53,2.8308
61,2.8308
60,2.8308
30,2.8308
15,71.12606999999998
67,71.12606999999998
42,2.8308
41,2.8308
66,2.8308
34,2.8308
50,2.8308
40,2.8308
91,71.12606999999998
94,71.12606999999998
48,2.8308
74,71.12606999999998
36,2.8308
76,71.12606999999998
2,50.556639999999994
56,2.8308
111,71.12606999999998
101,2.8308
82,72.81324
73,71.12606999999998
112,71.12606999999998
83,72.81324
32,2.8308
51,2.8308
4,50.556639999999994
75,71.12606999999998
105,71.12606999999998
18,71.12606999999998
119,2.8308
14,72.69816999999999
33,2.8308
59,2.8308
103,71.12606999999998
47,2.8308
118,2.8308
64,2.8308
98,2.8308
39,2.8308
81,72.81324
38,2.8308
102,313.77758
96,2.8308
46,2.8308
17,73.08969
26,2.8308
79,72.81324
89,72.81324
12,71.12606999999998
54,22.079457
28,2.8308
104,71.12606999999998
115,59.99651
