DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
59,2.85872
39,2.85872
21,2.85872
87,158.43135999999998
33,2.85872
34,2.85872
121,2.85872
53,3.521071
111,158.43135999999998
50,2.85872
57,41.09242
22,2.85872
41,2.85872
72,158.43135999999998
62,2.85872
12,158.43135999999998
116,124.64847
67,158.43135999999998
73,158.43135999999998
32,2.85872
114,124.64847
58,41.09242
74,158.43135999999998
109,2.85872
10,158.43135999999998
16,158.43135999999998
119,2.85872
61,2.85872
37,2.85872
1,115.57863
88,158.43135999999998
30,2.85872
29,2.85872
60,2.85872
102,143.78370999999999
24,2.85872
113,124.64847
110,158.43135999999998
68,158.43135999999998
18,158.43135999999998
106,2.85872
63,2.85872
23,2.85872
71,158.43135999999998
118,2.85872
45,2.85872
20,2.85872
38,2.85872
44,2.85872
93,58.385200000000005
115,130.40329
28,2.85872
11,160.08343
81,158.43135999999998
83,158.43135999999998
8,158.43135999999998
40,2.85872
112,162.10054
26,2.85872
117,124.64847
5,115.57863
2,115.57863
51,2.85872
35,2.85872
42,2.85872
6,115.57863
92,58.385200000000005
13,158.43135999999998
77,178.63725999999997
43,2.85872
56,2.85872
94,158.43135999999998
27,2.85872
36,2.85872
55,2.85872
15,158.43135999999998
89,158.43135999999998
84,158.43135999999998
78,158.43135999999998
52,2.85872
97,32.63498
104,158.43135999999998
19,158.43135999999998
54,41.09242
47,2.85872
86,158.43135999999998
48,2.85872
82,158.43135999999998
9,158.43135999999998
98,32.63498
103,160.93525
85,158.43135999999998
108,2.85872
17,169.03535999999997
69,158.43135999999998
14,159.86585
120,2.85872
7,158.43135999999998
91,158.43135999999998
96,32.63498
31,2.85872
46,2.85872
49,2.85872
80,158.43135999999998
4,115.57863
99,32.63498
90,158.43135999999998
79,158.43135999999998
76,158.43135999999998
105,158.43135999999998
75,158.43135999999998
25,2.85872
95,158.43135999999998
3,115.57863
107,2.85872
64,2.85872
