DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
21,0.0
24,0.0
46,0.0
49,0.0
77,4661.9214384
25,0.0
55,0.0
37,0.0
89,4650.6528384
18,4650.6528384
79,4650.6528384
112,4651.240726399999
30,0.0
42,0.0
78,4650.6528384
107,0.0
73,4650.6528384
59,0.0
50,0.0
82,4650.6528384
113,4631.437097999999
74,4650.6528384
51,0.0
96,3.1389460000000002
48,0.0
9,4650.6528384
38,0.0
80,4650.6528384
94,4650.6528384
47,0.0
98,3.1389460000000002
64,0.0
114,4631.437097999999
52,0.0
44,0.0
57,26.118976999999997
11,4653.8203384
87,4650.6528384
120,0.0
7,4650.6528384
97,3.1389460000000002
84,4650.6528384
45,0.0
22,0.0
81,4650.6528384
39,0.0
15,4650.6528384
62,0.0
105,4650.6528384
118,0.0
103,4650.6528384
88,4650.6528384
8,4650.6528384
32,0.0
28,0.0
99,3.1389460000000002
56,0.0
14,4651.4078314
121,0.0
72,4650.6528384
1,4631.1312
119,0.0
76,4650.6528384
116,4631.437097999999
36,0.0
111,4650.6528384
75,4650.6528384
95,4650.6528384
90,4650.6528384
29,0.0
6,4631.1312
115,4632.933368
26,0.0
102,7.275219
10,4650.6528384
104,4650.6528384
4,4631.1312
27,0.0
16,4650.6528384
93,92.43337700000001
108,0.0
34,0.0
109,0.0
20,0.0
40,0.0
61,0.0
17,4651.2425554
85,4650.6528384
106,0.0
58,26.118976999999997
13,4650.6528384
91,4650.6528384
41,0.0
5,4631.1312
54,26.118976999999997
67,4650.6528384
60,0.0
3,4631.1312
68,4650.6528384
117,4631.437097999999
23,0.0
31,0.0
19,4650.6528384
43,0.0
71,4650.6528384
35,0.0
33,0.0
110,4650.6528384
83,4650.6528384
69,4650.6528384
92,92.43337700000001
2,4631.1312
53,0.0
12,4650.6528384
63,0.0
86,4650.6528384
